"Process_ID","N","SEED","ATE","SE","SEB","Lower","Upper","Cover","Time_Point","Time_CI"
2543,4000,848,-0.0423057997132481,0.0323508886802579,0.0333033356957138,-0.105713541526554,0.0211019421000574,1,847.001675367355,9.32216644287109e-05
2544,1000,849,-0.0696840183739505,0.067305727878283,0.0699881818692082,-0.201603245015385,0.0622352082674842,1,110.152215957642,6.05583190917969e-05
2545,2000,849,0.100841763918298,0.0471532659377911,0.0475717301786447,0.00842136268022758,0.193262165156369,0,229.156706571579,6.93798065185547e-05
2546,4000,849,0.0662440009184028,0.0328546938986893,0.033413021342231,0.00184880087697174,0.130639200959834,0,733.127502918243,7.27176666259766e-05
2547,1000,850,0.0153490836787661,0.0716667640874472,0.0676407961852411,-0.125117773932631,0.155815941290163,1,148.206923961639,4.83989715576172e-05
2548,2000,850,-0.012172761622915,0.0482879155042145,0.0480653968177329,-0.106817076011175,0.0824715527653454,1,275.730251789093,5.91278076171875e-05
2549,4000,850,0.0478767259315767,0.033608809632732,0.0336916268239115,-0.017996540948578,0.113749992811731,1,899.07635307312,0.000105142593383789
254,4000,85,-0.0146189371360266,0.0330234459984701,0.0333206167149289,-0.0793448912930279,0.0501070170209747,1,936.610395908356,9.44137573242188e-05
2550,1000,851,-0.00319888500962592,0.0689699976048316,0.0647943464652377,-0.138380080315096,0.131982310295844,1,121.82476401329,7.51018524169922e-05
2551,2000,851,-0.0394210489294569,0.0472717060903403,0.0467817234460538,-0.132073592866524,0.0532314950076101,1,203.231552839279,5.57899475097656e-05
2552,4000,851,-0.0823186449922233,0.033128692917928,0.0337548905878052,-0.147250883111362,-0.0173864068730844,0,460.120766878128,9.918212890625e-05
2553,1000,852,0.00785949159493229,0.0655775734421192,0.0671029963408536,-0.120672552351621,0.136391535541486,1,102.253906011581,6.53266906738281e-05
2554,2000,852,0.00348963062215565,0.0494003605705998,0.0492128781933068,-0.0933350760962199,0.100314337340531,1,207.92995929718,7.17639923095703e-05
2555,4000,852,-0.0416209812101748,0.0316163194366391,0.0316841843972288,-0.103588967305987,0.0203470048856379,1,480.615819454193,7.29560852050781e-05
2556,1000,853,0.0175986778595705,0.0662754471641757,0.0652416102880189,-0.112301198582214,0.147498554301355,1,219.253303289413,6.96182250976562e-05
2557,2000,853,0.0250958798503519,0.0466466192360087,0.0467636166264557,-0.0663314938522251,0.116523253552929,1,319.601637363434,5.69820404052734e-05
2558,4000,853,-0.0123905888250879,0.0333696445885104,0.0340631822066543,-0.0777950922185682,0.0530139145683925,1,616.727356672287,5.48362731933594e-05
2559,1000,854,-0.024600261105299,0.0681980230021622,0.0674285504125842,-0.158268386189537,0.109067863978939,1,104.443264007568,4.86373901367188e-05
255,1000,86,0.0124199195435066,0.0662954774212078,0.0685099940608879,-0.117519216202061,0.142359055289074,1,105.905465841293,3.60012054443359e-05
2560,2000,854,-0.0482608202356827,0.047087868985235,0.0475501774577081,-0.140553043446743,0.0440314029753778,1,223.641169548035,4.48226928710938e-05
2561,4000,854,-0.0263918216717503,0.0338438641076256,0.0337933963098728,-0.0927257953226964,0.0399421519791958,1,701.535935163498,0.000114679336547852
2562,1000,855,0.113587537133729,0.0689077175467266,0.0687341520281402,-0.0214715892578554,0.248646663525313,1,147.663522958755,6.98566436767578e-05
2563,2000,855,-0.00697136180787806,0.0473278435242182,0.0479309245129512,-0.0997339351153457,0.0857912114995896,1,159.920783281326,5.55515289306641e-05
2564,4000,855,-0.00395063119975257,0.0332593645065394,0.0341222183531269,-0.0691389856325698,0.0612377232330646,1,665.154550075531,6.27040863037109e-05
2565,1000,856,0.0393853546207469,0.0654172630609492,0.0664734024913272,-0.0888324809787135,0.167603190220207,1,132.234509468079,5.62667846679688e-05
2566,2000,856,0.0230043788584391,0.0468178160270899,0.0467299010269845,-0.0687585405546571,0.114767298271535,1,694.118067026138,0.000129461288452148
2567,4000,856,0.056924736195972,0.0341858181439759,0.0341522417727742,-0.0100794673662208,0.123928939758165,1,970.228734731674,6.15119934082031e-05
2568,1000,857,-0.00640009622167196,0.0669847927050484,0.0660018110100152,-0.137690289923567,0.124890097480223,1,109.428492307663,6.67572021484375e-05
2569,2000,857,-0.00927354712068247,0.0478577354346031,0.0495564048943416,-0.103074708572505,0.0845276143311396,1,316.153625965118,0.000121116638183594
256,2000,86,-0.0026593413301052,0.0464204026927823,0.047016737876743,-0.0936433306079585,0.0883246479477481,1,212.243419408798,7.05718994140625e-05
2570,4000,857,-0.0595211169164714,0.0336307235003105,0.0333706135429983,-0.12543733497708,0.0063951011441373,1,706.073386669159,7.53402709960938e-05
2571,1000,858,0.175181076420146,0.0637500590733594,0.0619946001833504,0.0502309606363616,0.300131192203931,0,180.935391187668,5.7220458984375e-05
